TimeÜFPS
-0,01622009Ü196,8512
0,9849758Ü219,7373
1,988841Ü219,153
2,989858Ü217,7785
3,992677Ü221,3761
4,996327Ü222,1888
5,999759Ü220,2443
7,004068Ü221,0473
8,011814Ü212,3551
9,014544Ü106,7086
10,01727Ü107,7063
11,01903Ü106,8123
12,02225Ü111,6401
13,02848Ü104,3504
14,03803Ü97,07238
15,04007Ü109,7763
16,04312Ü111,6594
17,04395Ü104,9128
18,04541Ü97,85695
19,05157Ü100,3825
