0,9822952,56,86948
1,992789,84,11729
2,99854,84,51393
4,00535,84,42512
5,008212,85,75456
6,014214,85,48694
7,017056,85,7562
8,020971,85,66465
9,028263,86,37018
10,03301,85,59409
