TimeÜFPS
-0,006797791Ü37,10204
0,9956203Ü39,90351
2,008905Ü39,47559
3,009645Ü39,97039
4,014921Ü39,79009
5,024463Ü39,62193
6,042801Ü39,27972
7,057243Ü39,4305
8,066787Ü39,62186
9,08287Ü39,36685
10,10228Ü39,23827
11,10768Ü39,78542
12,11517Ü39,70252
13,12512Ü39,60581
14,13364Ü39,66214
15,14897Ü39,39606
16,15754Ü39,66027
17,17756Ü40,19503
18,19161Ü40,43187
19,21045Ü40,24203
