TimeÜFPS
-0,01812172Ü319,08
0,9845753Ü361,0264
1,986163Ü361,426
2,986615Ü360,8371
3,994404Ü244,0985
4,996458Ü169,6516
5,999372Ü170,5033
6,999738Ü166,9389
8,000305Ü167,9047
9,000345Ü168,9933
10,00636Ü166,0023
11,01142Ü168,1484
12,01399Ü162,5816
13,01679Ü166,5345
14,02Ü157,494
15,02253Ü159,5959
16,02258Ü163,992
17,02685Ü158,325
18,02963Ü164,5422
19,03174Ü154,6736
