TimeÜFPS
1,029649Ü3
2,037039Ü3
3,039507Ü3
4,039507Ü3
5,039507Ü3
6,039507Ü3
7,039507Ü3
8,039507Ü3
9,039507Ü3
10,03951Ü3
11,03951Ü3
12,03951Ü3
13,03951Ü3
14,03951Ü3
15,03951Ü3
16,03951Ü3
17,03951Ü3
18,03951Ü3
19,03951Ü3
20,03951Ü3
